Reference,Date,Year,Month,Day,Day,Time,Severity,Road_Class,Main_rd_no,Junction Detail,Light,Weather,Surface,Speed_limit,Cycle,TWMV,Child,Child_Pedestrian,Ped,Skid,HGV,LGV,PSV,School Journey,,Pedestrian-1_Sex,Pedestrian_1_Age,Pedestrian_1_Severity,Pedestria_1_Location,Pedestrian-1_Movement,Pedestrian_1_Mov_To,Location,Number_Vehicles,Vehicle_1_Type,Vehicle_1_Manouvres,Vehicle_1_From_Direction,Vehicle_1_To_Direction,Vehicle_1_Location,Vehicle_1_Skidding,Vehicle_2_Type,Vehicle_2_Manouvres,Vehicle_2_From_Direction,Vehicle_2_To_Direction,Vehicle_2_Location,Vehicle_ 2_Skidding,Vehicle_3_Type,V3_Manouvres,V3_From_Direction,V3_To_Direction,V3_Location,V3_Skidding,Easting,Northing
23914,20140109,2014,1,9,Thursday,1230,Slight,A,1134,Private drive/entry,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1134 NEWMARKET RD CAMBRIDGE AT EXIT WITH CUFC,2,Car,Moving off,S,N,Entering main road,Did not skid,Pedal cycle,Going ahead,E,W,Mid jnctn - on rbout or main road,Did not skid,,,,,,,547313.0473,259422.6703
23915,20150126,2015,1,26,Monday,800,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Wet/damp,20,Y,N,Y,N,N,N,Y,N,N,N,0,,0,,,,,STATION RD JUNCTION TENISON RD CAMBRIDGE,2,GV >3.5 < 7.5t mgw,Turning right,N,W,Entering main road,Did not skid,Pedal cycle,Going ahead,E,W,Cleared jnctn or waiting/parked at,Did not skid,,,,,,,545980.6784,257288.4012
23916,20160210,2016,2,10,Wednesday,620,Slight,M,11,Not at junction,Day,Uncoded,Wet/damp,70,N,N,N,N,N,N,Y,N,N,N,0,,0,,,,,M11 360M N OF GRANGE RD BRIDGE DUXFORD,2,Car,Ovrtking moving veh on offsde,NW,SE,"Not at,or within 20m of, junction",Did not skid,GV >3.5 < 7.5t mgw,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,547073.149,245765.3597
24014,20140113,2014,1,13,Monday,740,Serious,A,1,Not at junction,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,Y,N,N,0,,0,,,,,A1 SBC EATON SOCON ST NEOTS,6,Van/GV <=3.5t mgw,Going ahead,N,S,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,N,S,"Not at,or within 20m of, junction",Did not skid,Van/GV <=3.5t mgw,Slow or stopping,N,S,"Not at,or within 20m of, junction",Did not skid,516412.1579,258651.671
24015,20150128,2015,1,28,Wednesday,1845,Slight,A,1307,Private drive/entry,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1307 HILLS RD OUTSIDE PERSE RD CAMBRIDGE,2,Car,Moving off,W,E,Entering main road,Did not skid,Pedal cycle,Going ahead,SE,NW,Approaching jnctn or waiting/parked,Did not skid,,,,,,,546459.8979,255847.4937
24114,20140122,2014,1,22,Wednesday,805,Slight,A,1,Not at junction,Day,Uncoded,Wet/damp,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A1 NORTH 100 YARDS FROM PAXTON SLIP B1041 GREAT NORTH RD,1,Car,Going ahead,S,N,"Not at,or within 20m of, junction",Skidded/ovrtn,,,,,,,,,,,,,518481.0168,263133.758
24115,20150130,2015,1,30,Friday,1503,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Wet/damp,30,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,PARK RD  ALL SAINTS RD PETERBOROUGH,2,Car,Slow or stopping,S,N,Approaching jnctn or waiting/parked,Skidded,Car,Slow or stopping,S,N,Approaching jnctn or waiting/parked,Skidded,,,,,,,519482.1074,299953.3385
24116,20160206,2016,2,6,Saturday,1715,Serious,B,1050,Not at junction,Dark,Fine & windy,Wet/damp,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,B1050 EARITH RD OUTSIDE NO 58 WILLINGHAM,3,Car,Going ahead,N,S,"Not at,or within 20m of, junction",Overturned,Car,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,S,N,"Not at,or within 20m of, junction",Did not skid,540473.3734,270957.9084
24212,20120117,2012,1,17,Tuesday,945,Slight,A,1139,Roundabout,Day,Unknown,Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,FRANK PERKINS PARKWAY EYE RAB PETERBOROUGH,2,Car,Slow or stopping,N,S,Mid jnctn - on rbout or main road,Did not skid,Car,Slow or stopping,N,S,Mid jnctn - on rbout or main road,Did not skid,,,,,,,521401.772,301552.9606
24213,20130118,2013,1,18,Friday,1600,Slight,A,47,Not at junction,Dark,Snow (no wind),Snow,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A47 CASTOR BYPASS EXACT LOCATION NOT KNOWN NO GRID REF,1,Car,Going ahead,SE,NW,"Not at,or within 20m of, junction",Skidded/ovrtn,,,,,,,,,,,,,512572.4329,299113.059
24214,20140124,2014,1,24,Friday,1510,Slight,A,1134,Private drive/entry,Day,Fine (no wind),Wet/damp,30,Y,N,Y,N,N,N,N,N,N,N,0,,0,,,,,A1134 PERNE RD OUTSIDE 145 CAMBRIDGE,2,Pedal cycle,Going ahead,S,N,Mid jnctn - on rbout or main road,Did not skid,Car,Turning left,W,N,Entering main road,Did not skid,,,,,,,547381.5638,257152.86
24215,20150119,2015,1,19,Monday,1830,Slight,B,1040,Not at junction,Dark,Raining & windy,Wet/damp,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,B1040 FENTON RD 1000M EAST OF A141 HEATH RD WARBOYS,1,Car,Going ahead left hand bend,S,NW,"Not at,or within 20m of, junction",Skidded/ovrtn,,,,,,,,,,,,,532462.3401,278929.2366
24312,20120117,2012,1,17,Tuesday,1100,Serious,C,295,Not at junction,Day,Uncoded,Wet/damp,30,N,N,N,N,Y,N,N,N,N,N,1,Female,21,Serious, In c/w on pedestrian Xing,Crossing from driver's nearside,Towards SW,A1307 REGENT ST SE OF PARK TERRACE AT PELICAN CROSSING,1,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,545321.8486,258087.8724
24313,20130118,2013,1,18,Friday,1627,Serious,A,1,Not at junction,Dark,Snow (no wind),Snow,50,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A1 SBC WATER NEWTON SOUTH ALWALTON,1,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,512552.4469,296360.437
24314,20140127,2014,1,27,Monday,1037,Serious,U,0,'T'/staggered junctn,Day,Unknown,Wet/damp,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,WHYTEFIELD RD JUNCTION STATION RD RAMSEY,2,Car,Turning right,NE,NW,Leaving main road,Did not skid,Pedal cycle,Going ahead,SW,NE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,528577.5889,285172.9893
24315,20150330,2015,3,30,Monday,1545,Fatal,A,1,Not at junction,Day,Fine & windy,Dry,70,N,N,N,N,N,N,Y,N,N,N,0,,0,,,,,A1 NBC WITTERING,2,Car,Changing lane to left,SE,NW,"Not at,or within 20m of, junction",Did not skid,GV >= 7.5t mgw,Parked,SE,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,506558.9965,301868.0004
24316,20160210,2016,2,10,Wednesday,1500,Slight,A,1303,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,CHESTERTON RD JUNCTION ALPHA RD CAMBRIDGE,2,Car,Moving off,NW,NE,Entering main road,Did not skid,Car,Going ahead,SW,NE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,544844.8388,259248.5901
24414,20140128,2014,1,28,Tuesday,1450,Serious,A,14,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A14 WESTBOUND 200M WEST OF A11 NEWMARKET,1,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,566467.2724,266215.5458
24415,20150204,2015,2,4,Wednesday,1835,Slight,C,110,Not at junction,Dark,Fine (no wind),Wet/damp,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,UGG MERE COURT RD RAMSEY OUTSIDE NO 238 RAMSEY HEIGHTS,2,Car,Moving off,N,S,"Not at,or within 20m of, junction",Did not skid,Car,Parked,N,S,"Not at,or within 20m of, junction",Did not skid,,,,,,,525309.1065,285669.2473
24416,20160207,2016,2,7,Sunday,45,Slight,A,47,Not at junction,Dark,Rain (no wind),Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A47 100M WEST OF WITTERING LODGE PETERBOROUGH,1,Car,Going ahead,W,E,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,503183.114,300711.8814
24513,20130118,2013,1,18,Friday,2100,Serious,C,1,Not at junction,Dark,Snow (no wind),Frost/Ice,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,BARNACK RD 15M NORTH OF RAIL CROSSING STAMFORD,2,Car,Slow or stopping,N,S,"Not at,or within 20m of, junction",Skidded,Taxi/private hire ca,Slow or stopping,N,S,"Not at,or within 20m of, junction",Skidded,,,,,,,507179.0004,306619.9002
24514,20140129,2014,1,29,Wednesday,940,Slight,A,14,Roundabout,Day,Fine (no wind),Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A14 BRAMPTON HUT ROUNDABOUT WESTBOUND,2,Car,Going ahead,E,W,Leaving roundabout,Did not skid,Car,Going ahead,E,W,Leaving roundabout,Did not skid,,,,,,,519346.5916,271947.3551
24515,20150206,2015,2,6,Friday,1721,Slight,A,10,Not at junction,Dark,Fine & windy,Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A10 100M NORTH OF A142 ELY,2,Car,Waiting to go ahd but held up,NW,SE,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,552654.7586,279546.33
24516,20160205,2016,2,5,Friday,841,Slight,C,213,Not at junction,Day,Fine (no wind),Wet/damp,60,N,N,Y,N,N,N,N,N,N,N,0,,0,,,,,HIGH DITCH RD CAMBRIDGE,1,Car,Going ahead left hand bend,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,549478.4065,259885.2679
24614,20140130,2014,1,30,Thursday,1752,Slight,A,14,Not at junction,Dark,Rain (no wind),Wet/damp,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A14 WESTBOUND STOW CUM QUY  POSSIBLY NEAR LAYBY,6,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Skidded,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,550417.5684,259730.8721
24615,20150206,2015,2,6,Friday,1820,Slight,A,1,Not at junction,Dark,Fine (no wind),Wet/damp,70,N,N,N,N,N,Y,Y,N,N,N,0,,0,,,,,A1 NORTHBOUND NR CARPENTERS LODGE FLYOVER,2,GV >= 7.5t mgw,Changing lane to right,SE,NW,"Not at,or within 20m of, junction",Did not skid,Car,Ovrtking moving veh on offsde,SE,NW,"Not at,or within 20m of, junction",Skidded,,,,,,,503503.7562,304772.2191
24616,20160208,2016,2,8,Monday,710,Slight,B,1040,Not at junction,Day,Fine & windy,Dry,60,N,N,N,N,N,N,Y,N,N,N,0,,0,,,,,B1040 SAINT MARYS RD RAMSEY,1,GV >= 7.5t mgw,Going ahead,NW,SE,"Not at,or within 20m of, junction",Overturned,,,,,,,,,,,,,527261.7018,287005.4148
24714,20140130,2014,1,30,Thursday,1845,Slight,A,1101,Not at junction,Dark,Fine (no wind),Dry,30,N,N,N,N,Y,N,N,N,N,N,1,Female,17,Slight, In c/w on pedestrian Xing,Crossing from driver's nearside,Towards E,A1101 CHURCHILL RD 250M SOUTH OF B198 LYNN RD WISBECH,1,Car,Going ahead,S,N,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,546378.3212,309741.5567
24715,20150220,2015,2,20,Friday,1633,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,Y,N,N,N,Y,N,1,Female,23,Slight, In c/w and crossing road,Crossing from driver's nearside (masked),Towards SW,SYCAMORE AVE OUTSIDE NO 80 PETERBOROUGH,2,Car,Ovrtking statny veh on offsde,NW,SE,"Not at,or within 20m of, junction",Did not skid,Bus or coach >16 sea,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,520255.0819,300803.985
24716,20160213,2016,2,13,Saturday,1450,Slight,B,1095,'T'/staggered junctn,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,RAMSEY RD JUNCTION WRIGHTS DROVE FARCET,2,Car,Turning right,SW,SE,Entering main road,Did not skid,Car,Going ahead,SE,NW,Mid jnctn - on rbout or main road,Did not skid,,,,,,,523322.9207,293574.6144
24812,20120117,2012,1,17,Tuesday,1716,Slight,B,1514,Not at junction,Day,Fine (no wind),Wet/damp,30,N,N,Y,N,N,N,N,N,N,N,0,,0,,,,,HARTFORD ROAD HUNTINGDON EXACT LOCATION UNKNOWN,2,Car,Moving off,SW,NE,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,SW,NE,"Not at,or within 20m of, junction",Did not skid,,,,,,,524640.836,272040.6584
24814,20140131,2014,1,31,Friday,1945,Slight,U,0,'T'/staggered junctn,Dark,Rain (no wind),Wet/damp,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,BATEMAN ST JUNCTION PANTON ST CAMBRIDGE,2,Car,Moving off,N,W,Entering main road,Did not skid,Pedal cycle,Going ahead,W,E,Mid jnctn - on rbout or main road,Did not skid,,,,,,,545354.5815,257344.3852
24815,20150221,2015,2,21,Saturday,2256,Slight,C,280,Cross roads,Dark,Fine (no wind),Dry,20,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,MILL RD JUNCTION GWYDIR ST ST BARNABAS RD CAMBRIDGE,2,Car,Turning right,N,NW,Entering main road,Did not skid,Pedal cycle,Going ahead,SE,NW,Mid jnctn - on rbout or main road,Did not skid,,,,,,,546223.7841,257859.8077
24816,20160202,2016,2,2,Tuesday,1600,Slight,A,14,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,Y,Y,N,N,N,0,,0,,,,,A14 GODMANCHESTER JUNCTION 24 EXACT LOC AND DIR NOT KNOWN,2,GV >= 7.5t mgw,Changing lane to right,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,Parked,Parked,"Not at,or within 20m of, junction",Skidded,,,,,,,525567.1027,270535.5992
24912,20120117,2012,1,17,Tuesday,830,Slight,C,249,Not at junction,Day,Unknown,Dry,30,N,N,N,N,Y,N,N,N,N,N,1,Female,24,Slight, In c/w not crossing,In c/w standing/playing,Standing still,LONDON RD SAWSTON  EXACT LOC AND SOME DETAILS UNKNOWN,1,Car,Going ahead,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,548779.6211,248414.2914
24914,20140201,2014,2,1,Saturday,1655,Serious,C,47,'T'/staggered junctn,Dark,Fine & windy,Dry,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,C47 FULBRIDGE RD JUNCTION HYTHEGATE PETERBOROUGH,2,Car,Turning right,E,N,Entering main road,Did not skid,Car,Going ahead,N,S,Mid jnctn - on rbout or main road,Did not skid,,,,,,,517830.5392,303818.6521
24915,20150223,2015,2,23,Monday,905,Slight,A,47,Roundabout,Day,Unknown,Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1139 EYE RDABOUT JUNCTION A47 EYE,2,Car,Going ahead,Parked,Parked,Approaching jnctn or waiting/parked,Did not skid,Car,Going ahead,Parked,Parked,Approaching jnctn or waiting/parked,Did not skid,,,,,,,521744.1564,302636.8803
24916,20160204,2016,2,4,Thursday,1014,Slight,A,1134,Not at junction,Day,Raining & windy,Wet/damp,40,N,N,N,N,N,Y,N,Y,N,N,0,,0,,,,,BARNWELL RD NR PRIVATE EXIT TO COLDHAM'S COMMON,4,Van/GV <=3.5t mgw,Slow or stopping,SW,N,"Not at,or within 20m of, junction",Skidded,Car,Slow or stopping,SW,N,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,SW,N,"Not at,or within 20m of, junction",Did not skid,547906.4609,258453.1678
25013,20130119,2013,1,19,Saturday,1419,Slight,A,47,Roundabout,Day,Unknown,Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A47 RDABT C31 REDMOOR LANE WISBECH,2,Car,Going ahead,E,SW,Mid jnctn - on rbout or main road,Did not skid,Minibus 8-16 pass se,Going ahead,N,SE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,544727.5033,307405.3054
25014,20140202,2014,2,2,Sunday,1745,Serious,A,11,Not at junction,Dark,Fine (no wind),Dry,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A11 SB SIX MILE BOTTOM NR LAYBY,2,Car,Going ahead,N,S,"Not at,or within 20m of, junction",Skidded,Car,Parked,N,S,"Not at,or within 20m of, junction",Did not skid,,,,,,,557424.5429,257561.4231
25015,20150225,2015,2,25,Wednesday,1530,Serious,C,61,Private drive/entry,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,Y,N,0,,0,,,,,WESTGATE JUNCTION QUEENSGATE CAR PARK EXIT PETERBOROUGH,2,Car,Moving off,SW,NE,Entering main road,Did not skid,Bus or coach >16 sea,Going ahead,W,E,Mid jnctn - on rbout or main road,Did not skid,,,,,,,518942.9711,298974.6487
25016,20160204,2016,2,4,Thursday,850,Slight,C,235,Not at junction,Day,Rain (no wind),Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,FULBOURNE RD 500M N OF HINTON RD CHERRY HINTON,3,Car,Slow or stopping,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,550192.5689,256040.3485
25112,20120117,2012,1,17,Tuesday,1749,Slight,A,15,Roundabout,Dark,Fine (no wind),Dry,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A15 BOURGES BOULEVARD JUNCTION MASKEW AVE PETERBOROUGH,2,Car,Turning left,S,W,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to go ahd but held up,S,N,Approaching jnctn or waiting/parked,Did not skid,,,,,,,518204.2136,300622.7269
25114,20140202,2014,2,2,Sunday,1113,Serious,U,0,Not at junction,Day,Fine (no wind),Wet/damp,40,N,N,Y,Y,Y,Y,N,N,N,N,1,Male,14,Serious, In c/w and crossing road,Crossing from driver's nearside,Towards W,HUNTINGDON ST 134M NORTH OF BARRINGER WAY ST NEOTS,1,Car,Going ahead,NE,SW,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,518991.3696,261315.3985
25115,20150225,2015,2,25,Wednesday,1815,Slight,A,603,Roundabout,Dark,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,TRUMPINGTON ST JUNCTION LENSFIELD RD CAMBRIDGE,2,Car,Turning left,E,S,Entering roundabout,Did not skid,Pedal cycle,Going ahead,N,S,Mid jnctn - on rbout or main road,Did not skid,,,,,,,545130.6538,257651.3973
25116,20160206,2016,2,6,Saturday,945,Slight,A,14,Not at junction,Day,Raining & windy,Wet/damp,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A14 EB 1200M EAST OF JCT 16 OS LAYBY LEIGHTON BROMSWOLD,2,Car,Slow or stopping,NW,SE,"Not at,or within 20m of, junction",Skidded,Car,Parked,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,509722.5688,274220.2145
25214,20140205,2014,2,5,Wednesday,908,Slight,A,1139,Not at junction,Day,Fine (no wind),Wet/damp,70,N,N,N,N,N,N,N,Y,N,N,0,,0,,,,,A1139 FRANK PERKINS PARKWAY 100M SOUTH OF BOONGATE JUNCTION,3,Van/GV <=3.5t mgw,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,520286.7677,298756.3211
25215,20150226,2015,2,26,Thursday,750,Slight,U,0,Not at junction,Day,Fine & windy,Wet/damp,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,SIDNEY ST JUNCTION MARKET PASSAGE CAMBRIDGE,2,Taxi/private hire ca,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Ovrtking statny veh on offsde,SE,NW,"Not at,or within 20m of, junction",Did not skid,,,,,,,544992.3429,258594.0175
25216,20160207,2016,2,7,Sunday,1030,Slight,U,0,Private drive/entry,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,BROOKFIELDS CAMBRIDGE,2,Car,Reversing,S,N,Entering main road,Did not skid,Pedal cycle,Going ahead,E,W,Mid jnctn - on rbout or main road,Did not skid,,,,,,,547494.8921,257499.0909
25313,20130119,2013,1,19,Saturday,1513,Slight,A,1309,'T'/staggered junctn,Day,Rain (no wind),Wet/damp,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,C1309 TRUMPINGTON RD JUNCTION LONG RD CAMBRIDGE,2,Car,Overtaking on nearside,SW,NE,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to turn right,SW,E,Approaching jnctn or waiting/parked,Did not skid,,,,,,,544784.6004,255700.3758
25314,20140207,2014,2,7,Friday,1226,Serious,A,605,'T'/staggered junctn,Day,Fine (no wind),Wet/damp,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A605 FLETTON AVE JUNCTION RECTORY GARDENS PETERBOROUGH,2,Car,Slow or stopping,W,E,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to go ahd but held up,W,E,Approaching jnctn or waiting/parked,Did not skid,,,,,,,519764.5585,297182.5216
25316,20160209,2016,2,9,Tuesday,1610,Slight,C,285,Roundabout,Day,Fine & windy,Wet/damp,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,BRETTON WAY JUNCTION A47 SOKE PARKWAY PETERBOROUGH,2,Car,Moving off,NW,SE,Approaching jnctn or waiting/parked,Did not skid,Taxi/private hire ca,Waiting to go ahd but held up,NW,SE,Approaching jnctn or waiting/parked,Did not skid,,,,,,,517263.2873,301312.8593
25412,20120116,2012,1,16,Monday,840,Slight,U,0,Cross roads,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,PARK RD JUNCTION PRINCES GATE PETERBOROUGH,2,Pedal cycle,Going ahead,N,S,Mid jnctn - on rbout or main road,Did not skid,Car,Moving off,W,E,Entering main road,Did not skid,,,,,,,519508.5163,299849.6082
25414,20140208,2014,2,8,Saturday,1435,Slight,A,1303,'T'/staggered junctn,Day,Fine & windy,Wet/damp,50,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1303 NEWMARKET RD JUNCTION B1102 CHURCH RD STOW CUM QUY,2,Car,Going ahead,N,S,Entering main road,Did not skid,Car,Going ahead,N,S,Entering main road,Did not skid,,,,,,,551535.912,259836.1319
25415,20150228,2015,2,28,Saturday,1525,Serious,A,1307,'T'/staggered junctn,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1307 CAMBRIDGE RD JUNCTION HIGH ST BABRAHAM,2,Car,Turning right,SW,SE,Entering main road,Did not skid,Car,Going ahead,SE,NW,Mid jnctn - on rbout or main road,Did not skid,,,,,,,551622.4522,250674.1345
25416,20160209,2016,2,9,Tuesday,1349,Slight,A,10,'T'/staggered junctn,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A10 MILTON 5M NE OF BUTT LANE CAMBRIDGE,2,Car,Going ahead,NE,SW,Approaching jnctn or waiting/parked,Did not skid,Car,Slow or stopping,NE,SW,Approaching jnctn or waiting/parked,Did not skid,,,,,,,547099.0385,262992.8983
25514,20140210,2014,2,10,Monday,1652,Slight,C,315,Private drive/entry,Dark,Rain (no wind),Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,C315 ELY RD OUTSIDE NO 102 LITTLEPORT,2,Car,Going ahead,N,S,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to turn right,N,W,Approaching jnctn or waiting/parked,Did not skid,,,,,,,556540.4003,284909.5847
25516,20160208,2016,2,8,Monday,1910,Slight,U,0,Not at junction,Dark,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,SANDFIELDS RD NEAR CHARLES ST ST NEOTS,2,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,518870.4311,260142.8641
25614,20140211,2014,2,11,Tuesday,1815,Slight,A,1307,Not at junction,Dark,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1307 HILLS RD 100M SOUTH OF STATION RD CAMBRIDGE,3,Car,Slow or stopping,S,N,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,S,N,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,S,N,"Not at,or within 20m of, junction",Did not skid,545826.1165,257253.6212
25615,20150301,2015,3,1,Sunday,1654,Slight,U,0,Roundabout,Day,Fine (no wind),Wet/damp,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,EASTFIELD RD JUNCTION BOONGATE,2,Car,Moving off,N,S,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to go ahd but held up,N,S,Approaching jnctn or waiting/parked,Did not skid,,,,,,,519706.439,299150.1884
25616,20160209,2016,2,9,Tuesday,923,Slight,U,0,Roundabout,Day,Fine (no wind),Dry,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,GAZELLE WAY 10M SOUTH ELAND WAY RDABT CAMBRIDGE,1,Car,Going ahead left hand bend,S,N,Approaching jnctn or waiting/parked,Did not skid,,,,,,,,,,,,,549683.0077,257091.1577
25714,20140211,2014,2,11,Tuesday,1826,Slight,A,1260,Roundabout,Dark,Fine (no wind),Wet/damp,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1260 THE SERPENTINE 20M NORTH OF PHORPRES WAY HAMPTON,2,Car,Slow or stopping,N,S,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to go ahd but held up,N,S,Approaching jnctn or waiting/parked,Did not skid,,,,,,,518093.6803,295260.0619
25715,20150303,2015,3,3,Tuesday,1315,Slight,C,262,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,Y,N,N,N,0,,0,,,,,HIGH ST JUNCTION STATION RD FOXTON DIRECTIONS NOT KNOWN,2,GV >= 7.5t mgw,Going ahead,Parked,Parked,Mid jnctn - on rbout or main road,Did not skid,Car,Going ahead,Parked,Parked,Mid jnctn - on rbout or main road,Did not skid,,,,,,,541044.8633,248291.2566
25716,20160213,2016,2,13,Saturday,1635,Slight,A,15,Roundabout,Day,Unknown,Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A15 PASTON PARKWAY JUNCTION FULBRIDGE RD RDABT PETERBOROUGH,2,Car,Moving off,S,N,Entering roundabout,Did not skid,Car,Moving off,S,N,Entering roundabout,Did not skid,,,,,,,517420.4711,304202.1923
