Reference,Date,Year,Month,Day,Day,Time,Severity,Road_Class,Main_rd_no,Junction Detail,Light,Weather,Surface,Speed_limit,Cycle,TWMV,Child,Child_Pedestrian,Ped,Skid,HGV,LGV,PSV,School Journey,,Pedestrian-1_Sex,Pedestrian_1_Age,Pedestrian_1_Severity,Pedestria_1_Location,Pedestrian-1_Movement,Pedestrian_1_Mov_To,Location,Number_Vehicles,Vehicle_1_Type,Vehicle_1_Manouvres,Vehicle_1_From_Direction,Vehicle_1_To_Direction,Vehicle_1_Location,Vehicle_1_Skidding,Vehicle_2_Type,Vehicle_2_Manouvres,Vehicle_2_From_Direction,Vehicle_2_To_Direction,Vehicle_2_Location,Vehicle_ 2_Skidding,Vehicle_3_Type,V3_Manouvres,V3_From_Direction,V3_To_Direction,V3_Location,V3_Skidding,Easting,Northing
332213,20130531,2013,5,31,Friday,1900,Slight,A,15,Cross roads,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,Y,N,N,0,,0,,,,,LONDON RD AT TRAFFIC LIGHTS PETERBOROUGH,2,Van/GV <=3.5t mgw,Going ahead,N,S,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to turn left,N,E,Approaching jnctn or waiting/parked,Did not skid,,,,,,,518756.4184,296994.2355
332313,20130531,2013,5,31,Friday,1753,Slight,A,605,'T'/staggered junctn,Day,Unknown,Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,OUNDLE RD JUNCTION GEORGE STREET PETERBOROUGH,2,Car,Ovrtking statny veh on offsde,E,W,Approaching jnctn or waiting/parked,Did not skid,Car,Going ahead,W,E,Cleared jnctn or waiting/parked at,Did not skid,,,,,,,518773.5186,297870.7746
332413,20130531,2013,5,31,Friday,1611,Slight,C,280,Not at junction,Day,Fine (no wind),Dry,30,Y,N,N,N,Y,N,N,N,N,N,1,Female,65,Slight, In c/w on pedestrian Xing,Crossing from driver's nearside,Unknown,MILL RD OS 147 CAMBRIDGE  DIRECTIONS NOT KNOWN,1,Pedal cycle,Going ahead,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,546530.3272,257707.7912
332512,20120723,2012,7,23,Monday,1512,Slight,A,141,Roundabout,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,ISLE OF ELY WAY JUNCTION B1101 MARCH,3,Car,Going ahead,NW,SE,Approaching jnctn or waiting/parked,Did not skid,Car,Slow or stopping,NW,SE,Approaching jnctn or waiting/parked,Did not skid,Car,Slow or stopping,NW,SE,Approaching jnctn or waiting/parked,Did not skid,541390.8425,293782.8648
332513,20130531,2013,5,31,Friday,1930,Slight,A,428,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A428 HARDWICK 400M WEST OF ST NEOTS RD HARDWICK,3,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,E,W,"Not at,or within 20m of, junction",Did not skid,Car,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,538525.4365,259536.3378
332613,20130531,2013,5,31,Friday,940,Slight,C,235,Private drive/entry,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,CHERRY HINTON RD JUNCTION WALPOLE RD CAMBRIDGE,2,Car,Turning left,E,S,Leaving main road,Did not skid,Pedal cycle,Going ahead,E,W,Mid jnctn - on rbout or main road,Did not skid,,,,,,,547797.6425,256339.8327
332712,20120723,2012,7,23,Monday,1652,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,BALDOCK WAY NEAR HILLS AVENUE CAMBRIDGE,1,Motorcycle >125 <=50,Going ahead,S,N,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,546747.8319,256174.9899
332812,20120723,2012,7,23,Monday,1500,Slight,C,315,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,LYNN RD JUNCTION KINGS AVE ELY,3,Car,Turning right,S,E,Leaving main road,Did not skid,Car,Going ahead,N,S,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to go ahd but held up,E,W,Approaching jnctn or waiting/parked,Did not skid,554516.7077,281639.0909
332813,20130601,2013,6,1,Saturday,1640,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,Y,N,N,N,N,N,Y,N,N,0,,0,,,,,BIRDWOOD RD JUNCTION WARD RD CAMBRIDGE,2,Van/GV <=3.5t mgw,Reversing,NW,SE,Cleared jnctn or waiting/parked at,Did not skid,Motorcycle <=50cc,Slow or stopping,SE,NW,Cleared jnctn or waiting/parked at,Did not skid,,,,,,,547657.1385,256901.6619
332912,20120723,2012,7,23,Monday,1748,Slight,B,1049,Not at junction,Day,Unknown,Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,TWENTYPENCE RD COTTENHAM EXACT LOCATION UNKNOWN,1,Car,Going ahead,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,545665.8325,268946.0143
332913,20130602,2013,6,2,Sunday,1520,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,LINCOLN RD OS 194 80M NORTH OF TAVERNERS RD PETERBOROUGH,2,Car,Slow or stopping,S,N,Approaching jnctn or waiting/parked,Skidded,Car,Slow or stopping,S,N,Approaching jnctn or waiting/parked,Did not skid,,,,,,,518945.7827,299997.146
333013,20130602,2013,6,2,Sunday,1240,Slight,A,1301,Not at junction,Day,Fine (no wind),Dry,50,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1301 214M SOUTH OF A505 PAMPISFORD,2,Car,Slow or stopping,S,N,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,S,N,"Not at,or within 20m of, junction",Did not skid,,,,,,,549259.4589,247137.6468
333112,20120723,2012,7,23,Monday,1738,Slight,A,14,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A14 EBC 50M WEST OF RIDEAWAY FLYOVER HUNTINGDON,2,Car,Slow or stopping,W,E,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,W,E,"Not at,or within 20m of, junction",Did not skid,,,,,,,527648.3787,269836.3894
333113,20130602,2013,6,2,Sunday,1230,Slight,B,1043,'T'/staggered junctn,Day,Fine (no wind),Dry,60,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,TOLL BAR FLYOVER 20M EAST OF TOLL BARWAY SAWTRY,2,Car,Ovrtking moving veh on offsde,E,W,Approaching jnctn or waiting/parked,Did not skid,Pedal cycle,Changing lane to right,E,W,Approaching jnctn or waiting/parked,Did not skid,,,,,,,517802.4565,281932.347
333212,20120723,2012,7,23,Monday,1851,Slight,A,603,Private drive/entry,Day,Fine (no wind),Dry,60,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,A603 OS HAGGIS FARM BARTON,2,Pedal cycle,Going ahead,SW,NE,Mid jnctn - on rbout or main road,Did not skid,Car,Going ahead,NW,SE,Approaching jnctn or waiting/parked,Did not skid,,,,,,,541723.7781,256303.863
333213,20130602,2013,6,2,Sunday,1335,Slight,U,0,Cross roads,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,PARK RD JUNCTION GRANVILLE ST PETERBOROUGH,2,Car,Going ahead,SE,NW,Entering main road,Did not skid,Car,Going ahead,S,N,Mid jnctn - on rbout or main road,Did not skid,,,,,,,519418.1092,299576.0365
333313,20130603,2013,6,3,Monday,730,Slight,B,1102,Cross roads,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,B1102 CHURCH ST JUNCTION ISLEHAM RD FORDHAM,3,Car,Moving off,S,N,Entering main road,Did not skid,Car,Going ahead,W,E,Mid jnctn - on rbout or main road,Did not skid,Car,Waiting to go ahd but held up,N,S,Approaching jnctn or waiting/parked,Did not skid,563394.8411,270776.9002
333412,20120723,2012,7,23,Monday,1735,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,20,Y,N,N,N,N,N,N,N,Y,N,0,,0,,,,,PARK TERRACE OUTSIDE HOBBS PAVILION CAMBRIDGE,3,Pedal cycle,Ovrtking statny veh on offsde,SW,NE,"Not at,or within 20m of, junction",Did not skid,Bus or coach >16 sea,Ovrtking moving veh on offsde,SW,NE,"Not at,or within 20m of, junction",Did not skid,Car,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,545376.637,258182.0554
333413,20130609,2013,6,9,Sunday,1430,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,Y,N,N,N,N,N,Y,N,0,,0,,,,,CAMPKIN RD OUTSIDE GROVE SCHOOL CAMBRIDGE,2,Bus or coach >16 sea,Going ahead,SW,NE,Approaching jnctn or waiting/parked,Did not skid,Pedal cycle,Moving off,NW,SE,Approaching jnctn or waiting/parked,Did not skid,,,,,,,545693.2391,261031.9196
333513,20130622,2013,6,22,Saturday,1130,Slight,A,14,Not at junction,Day,Raining & windy,Wet/damp,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,M11 GIRTON INTERCHANGE 30M WEST OF A14 EB SLIP RD CAMBRIDGE,1,Car,Going ahead left hand bend,SE,S,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,541318.1706,261149.626
333613,20130624,2013,6,24,Monday,1600,Serious,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,N,Y,Y,Y,N,N,N,N,Y,1,Male,9,Serious, In c/w and crossing road,Crossing from driver's nearside,Unknown,ASHCROFT YELLING ST NEOTS,1,Car,Moving off,S,N,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,525587.1299,262651.1661
333712,20120710,2012,7,10,Tuesday,1540,Serious,A,1119,Not at junction,Day,Unknown,Dry,30,Y,N,Y,Y,Y,N,N,N,N,Y,1,Female,12,Serious, On footway/verge,Not known,Unknown,A1119 BURGHLEY RD PETERBOROUGH,1,Pedal cycle,Going ahead,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,519239.447,299530.2196
333713,20130628,2013,6,28,Friday,2239,Slight,U,0,'T'/staggered junctn,Dark,Fine (no wind),Dry,30,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,PEYTON AVE 5M EAST OF RUSSELL AVE MARCH,2,Car,Turning right,S,E,Leaving main road,Skidded,Car,Turning right,E,N,Approaching jnctn or waiting/parked,Did not skid,,,,,,,540682.0064,297576.3589
333812,20120723,2012,7,23,Monday,1807,Serious,A,14,Not at junction,Day,Fine (no wind),Dry,70,N,Y,Y,N,N,N,N,N,N,N,0,,0,,,,,A14 JCT 33 200M W OF A10 ONSLIP MILTON,2,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,Motorcycle >500cc,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,,,,,,,546748.3019,262115.9993
334112,20120719,2012,7,19,Thursday,2200,Slight,B,1514,Roundabout,Dark,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,B1514 RIVERSIDE RD 20M NORTH B1514 HUNTINGDON,2,Taxi/private hire ca,Going ahead,NE,SW,Mid jnctn - on rbout or main road,Did not skid,Car,Going ahead right hand bend,NW,SW,Mid jnctn - on rbout or main road,Did not skid,,,,,,,524418.1204,271816.7625
334312,20120722,2012,7,22,Sunday,1855,Slight,C,285,Not at junction,Day,Unknown,Dry,30,Y,N,Y,N,N,N,N,N,N,N,0,,0,,,,,C285 BARNSTOCK BRETTON 200M WEST OF BRETTON WAY PETERBOROUGH,3,Pedal cycle,Going ahead,N,S,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,Car,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,516255.8068,301004.5076
334612,20120724,2012,7,24,Tuesday,1030,Slight,A,1123,Roundabout,Day,Fine (no wind),Dry,60,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,NEEDINGWORTH RD JUNCTION A1123 ST IVES,1,Motorcycle <=50cc,Going ahead,NE,SW,Entering roundabout,Did not skid,,,,,,,,,,,,,533406.4738,272378.9116
335012,20120724,2012,7,24,Tuesday,1130,Slight,C,292,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,Y,N,N,0,,0,,,,,EMMANUEL RD OS NO 13 JNCT EARL ST CAMBRIDGE,2,Car,Ovrtking moving veh on offsde,SW,NE,Mid jnctn - on rbout or main road,Did not skid,Van/GV <=3.5t mgw,Turning right,SW,SE,Leaving main road,Did not skid,,,,,,,545399.1708,258513.6905
335112,20120724,2012,7,24,Tuesday,1300,Slight,C,249,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,LONDON RD SAWSTON,2,Car,Slow or stopping,SW,NW,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to turn left,SW,NW,Approaching jnctn or waiting/parked,Did not skid,,,,,,,549010.9115,247812.4437
335312,20120724,2012,7,24,Tuesday,1025,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,STATION RD JUNCTION TENISON RD CAMBRIDGE,2,Pedal cycle,Going ahead,W,E,Mid jnctn - on rbout or main road,Did not skid,Car,Turning right,E,N,Leaving main road,Did not skid,,,,,,,545985.6667,257311.3546
335412,20120724,2012,7,24,Tuesday,2005,Slight,A,14,Slip road,Day,Fine (no wind),Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A14 EBC SPITTALS SE OF A141 HUNTINGDON,1,Other vehicle - spec,Going ahead,W,E,Mid jnctn - on rbout or main road,Overturned,,,,,,,,,,,,,522403.3326,272711.7263
335512,20120724,2012,7,24,Tuesday,1855,Serious,B,1096,Not at junction,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,HIGH ST RAMSEY  JUST EAST OF GREAT WHYTE,2,Car,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Ovrtking statny veh on offsde,W,E,"Not at,or within 20m of, junction",Did not skid,,,,,,,528832.4932,285070.0888
335612,20120724,2012,7,24,Tuesday,1500,Fatal,C,287,Mini-roundabout,Day,Fine (no wind),Dry,30,N,Y,N,N,N,Y,N,N,N,N,0,,0,,,,,ARBURY RD JUNCTION ST ALBANS RD MINI RDABT CAMBRIDGE,2,Motorcycle >125 <=50,Going ahead,SE,NW,Mid jnctn - on rbout or main road,Skidded,Car,Turning right,SW,SE,Entering roundabout,Did not skid,,,,,,,544934.1988,261217.6465
335712,20120724,2012,7,24,Tuesday,1145,Slight,C,280,Cross roads,Day,Fine (no wind),Dry,30,Y,N,Y,N,N,N,N,N,N,N,0,,0,,,,,MILL RD JUNCTION HEMINGFORD RD CAMBRIDGE,2,Car,Turning left,W,N,Leaving main road,Did not skid,Pedal cycle,Going ahead,W,E,Approaching jnctn or waiting/parked,Did not skid,,,,,,,546922.9817,257604.9706
336012,20120725,2012,7,25,Wednesday,810,Slight,A,14,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A14 400M WEST OF SPALDWICK HUNTINGDON,2,Car,Going ahead,SE,NW,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,SE,NW,"Not at,or within 20m of, junction",Did not skid,,,,,,,513080.6007,272961.3449
336112,20120725,2012,7,25,Wednesday,1140,Slight,B,1093,'T'/staggered junctn,Day,Fine (no wind),Dry,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,DODDINGTON RD WIMBLINGTON,2,Car,Going ahead,S,N,Mid jnctn - on rbout or main road,Did not skid,Car,Turning right,S,E,Mid jnctn - on rbout or main road,Did not skid,,,,,,,541272.6001,291601.1593
336212,20120725,2012,7,25,Wednesday,1200,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,ST PAULS RD JW GILPIN ST PETERBOROUGH,3,Car,Slow or stopping,SW,NE,Approaching jnctn or waiting/parked,Did not skid,Car,Slow or stopping,SW,NE,Approaching jnctn or waiting/parked,Did not skid,Car,Slow or stopping,SW,NE,Approaching jnctn or waiting/parked,Did not skid,518401.4025,300855.1704
336512,20120725,2012,7,25,Wednesday,951,Slight,C,283,Roundabout,Day,Fine (no wind),Dry,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A428 WBC OFF SLIP RDABT CAMBOURNE RD,2,Car,Going ahead,E,W,Entering roundabout,Did not skid,Car,Slow or stopping,E,W,Approaching jnctn or waiting/parked,Did not skid,,,,,,,531795.999,260194.9992
336612,20120725,2012,7,25,Wednesday,1415,Slight,C,184,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,ERMINE ST OS 18 PAPWORTH EVERARD,2,Car,Slow or stopping,NW,SE,"Not at,or within 20m of, junction",Did not skid,Car,Parked,NW,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,528240.9183,263614.2805
336712,20120725,2012,7,25,Wednesday,1300,Serious,C,233,Mini-roundabout,Day,Fine (no wind),Dry,30,N,Y,Y,N,N,N,N,Y,N,N,0,,0,,,,,HIGH ST OS UNICORN PH 5M MILL END RD CHERRY HINTON CAMBRIDGE,2,Motorcycle <=50cc,Going ahead,S,N,Entering roundabout,Did not skid,Van/GV <=3.5t mgw,Waiting to turn right,N,S,Entering roundabout,Did not skid,,,,,,,548625.2405,256341.6522
336812,20120725,2012,7,25,Wednesday,940,Slight,A,1134,Not at junction,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1134 THE FEN CAUSEWAY 210M WEST OF A1134 TURMPINGTON RD,2,Pedal cycle,Going ahead,S,N,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,W,E,"Not at,or within 20m of, junction",Did not skid,,,,,,,544945.1317,257575.3491
337012,20120725,2012,7,25,Wednesday,1731,Slight,A,1303,Private drive/entry,Day,Fine (no wind),Dry,50,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1303 MADINGLEY RD JUNCTION CROME LEA PARK CAMBRIDGE,2,Car,Turning right,S,E,Entering main road,Did not skid,Car,Going ahead,E,W,Mid jnctn - on rbout or main road,Did not skid,,,,,,,539941.6741,259440.7951
337512,20120726,2012,7,26,Thursday,930,Slight,B,1052,'T'/staggered junctn,Day,Fine (no wind),Dry,60,N,N,Y,N,N,N,N,N,N,N,0,,0,,,,,B1052 BRINKLEY RD JUNCTION MAIN ST WESTLEY WATERLESS,2,Car,Turning right,N,W,Leaving main road,Did not skid,Car,Going ahead,S,N,Mid jnctn - on rbout or main road,Did not skid,,,,,,,563040.6086,255801.1769
337612,20120725,2012,7,25,Wednesday,35,Slight,C,65,Not at junction,Dark,Fine (no wind),Dry,30,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,FENGATE RD OUTSIDE 61 PETERBOROUGH,1,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Skidded/ovrtn,,,,,,,,,,,,,520359.1181,298503.4135
337712,20120707,2012,7,7,Saturday,2345,Serious,U,0,Not at junction,Dark,Uncoded,Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,NEW DROVE NEAR JUNCTION HARRYS WAY WISBECH,2,Car,Ovrtking moving veh on offsde,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Going ahead,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,546410.6831,308200.7577
337912,20120706,2012,7,6,Friday,745,Serious,A,1134,Roundabout,Day,Fine (no wind),Wet/damp,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1303 NEWMARKET RD JUNCTION WADLOES RD CAMBRIDGE,2,Car,Moving off,E,W,Entering roundabout,Did not skid,Pedal cycle,Moving off,E,W,Entering roundabout,Did not skid,,,,,,,547897.919,259327.9074
338412,20120726,2012,7,26,Thursday,1612,Slight,A,605,Roundabout,Day,Fine (no wind),Dry,60,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,A605 JW LYNCHWOOD RAB PETERBOROUGH,2,Pedal cycle,Turning right,NE,NW,Leaving roundabout,Did not skid,Car,Going ahead,SW,NE,Entering roundabout,Did not skid,,,,,,,514486.7959,296219.8672
338612,20120726,2012,7,26,Thursday,1255,Slight,B,1040,Not at junction,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,B1040 SOMERSHAM RD TWDS ST IVES,2,Car,Slow or stopping,NE,SW,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,NE,SW,"Not at,or within 20m of, junction",Did not skid,,,,,,,532618.6005,273961.5586
338712,20120724,2012,7,24,Tuesday,2000,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,PARNWELL WAY PED CROSSING SW OF ROUNDABOUT,2,Car,Going ahead,NE,SW,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,NE,SW,"Not at,or within 20m of, junction",Did not skid,,,,,,,521724.7393,300907.9453
339212,20120726,2012,7,26,Thursday,2013,Slight,U,0,Private drive/entry,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,DEACON ST OS DEACON ST CAR PARK PETERBOROUGH,2,Car,Turning right,S,E,Leaving main road,Did not skid,Car,Going ahead,S,N,Mid jnctn - on rbout or main road,Did not skid,,,,,,,518866.6796,299037.2307
339612,20120727,2012,7,27,Friday,1025,Slight,U,0,Roundabout,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,PARNWELL RD JUNCTION OXNEY RD PETERBOROUGH,2,Car,Going ahead,SW,E,Entering roundabout,Did not skid,Car,Going ahead,S,N,Leaving roundabout,Did not skid,,,,,,,521619.7714,300645.3404
339912,20120727,2012,7,27,Friday,1108,Slight,A,14,Roundabout,Day,Fine (no wind),Dry,40,N,N,N,N,N,N,Y,N,N,N,0,,0,,,,,A14 SPITTALS RDABT JNCT 23 SLIP RD TO EBC HUNTINGDON,1,GV >= 7.5t mgw,Going ahead,NW,SE,Leaving roundabout,Overturned,,,,,,,,,,,,,522244.1699,272896.2035
340012,20120726,2012,7,26,Thursday,1930,Slight,A,428,Roundabout,Day,Unknown,Dry,30,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,CAXTON RDABT A428 VERY FEW DETAILS KNOWN ABOUT ACCIDENT,2,Car,Slow or stopping,W,E,Approaching jnctn or waiting/parked,Did not skid,Motorcycle >125 <=50,Slow or stopping,W,E,Approaching jnctn or waiting/parked,Did not skid,,,,,,,529512.8261,260695.6459
340112,20120727,2012,7,27,Friday,1438,Slight,U,0,Private drive/entry,Day,Fine (no wind),Dry,30,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,LONDON RD OUTSIDE KFC  PETERBOROUGH,2,Car,Turning right,N,W,Leaving main road,Did not skid,Motorcycle >50 <= 12,Going ahead,S,N,Mid jnctn - on rbout or main road,Did not skid,,,,,,,519236.8168,297846.3216
340212,20120727,2012,7,27,Friday,1800,Slight,B,1428,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,Y,N,N,N,N,N,1,Female,18,Slight, In c/w and crossing road,Crossing from driver's nearside,Towards S,B1428 ROBERTS CLOSE JUNCTIONGREAT NORTH RD ST NEOTS,1,Car,Turning left,W,N,Approaching jnctn or waiting/parked,Did not skid,,,,,,,,,,,,,516901.931,258526.8867
340412,20120727,2012,7,27,Friday,1709,Slight,A,1139,Not at junction,Day,Fine (no wind),Dry,70,N,N,Y,N,N,Y,N,N,N,N,0,,0,,,,,A1139 FRANK PERKINS 400M NORTH BOONGATE SLIP OFF PETERBOROUG,1,Car,Going ahead,NE,SW,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,520749.5465,299646.3364
340712,20120727,2012,7,27,Friday,1730,Slight,A,1,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A1 JUNCTION SHELL SERVICE STATION WANSFORD,3,Car,Going ahead,S,N,"Not at,or within 20m of, junction",Skidded,Car,Going ahead,S,N,"Not at,or within 20m of, junction",Skidded,Car,Slow or stopping,S,N,"Not at,or within 20m of, junction",Did not skid,507023.0698,301237.6209
340812,20120727,2012,7,27,Friday,2020,Slight,U,0,'T'/staggered junctn,Day,Rain (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,GREAT HIGH GROUND LOVES FARM ST NEOTS,1,Car,Going ahead,Parked,Parked,Mid jnctn - on rbout or main road,Did not skid,,,,,,,,,,,,,520318.9316,260906.6455
341012,20120727,2012,7,27,Friday,2005,Fatal,B,1040,Not at junction,Dark,Fine (no wind),Dry,60,N,N,Y,N,N,N,N,N,N,N,0,,0,,,,,SOMERSHAM RD NEAR BRIDGE FARM ST IVES,4,Car,Ovrtking moving veh on offsde,NE,SW,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,532760.4897,274210.5773
341212,20120728,2012,7,28,Saturday,1300,Slight,A,14,Uncoded junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A14 JUNCTION WOOLLEY HILL HUNTINGDON,3,Car,Turning left,W,E,Leaving main road,Did not skid,Car,Changing lane to right,W,E,Approaching jnctn or waiting/parked,Did not skid,Car,Going ahead,W,E,Approaching jnctn or waiting/parked,Did not skid,514570.3101,272294.6357
341412,20120728,2012,7,28,Saturday,1230,Slight,A,14,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A14 EASTBOUND CWAY NEAR JUNCTION 29 BAR HILL,2,Car,Changing lane to left,NW,SE,"Not at,or within 20m of, junction",Skidded,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Skidded,,,,,,,538407.9691,263931.9595
341812,20120728,2012,7,28,Saturday,2355,Slight,A,1119,Private drive/entry,Dark,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,ST JOHNS ST BP GARAGE PETERBOROUGH,2,Taxi/private hire ca,Moving off,E,W,Entering main road,Did not skid,Taxi/private hire ca,Going ahead,N,S,Mid jnctn - on rbout or main road,Did not skid,,,,,,,519624.4089,298855.4928
341912,20120729,2012,7,29,Sunday,354,Slight,A,47,Not at junction,Dark,Fine (no wind),Dry,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A47 THORNEY BY PASS PETERBOROUGH,1,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,528954.4871,304833.0817
342612,20120729,2012,7,29,Sunday,900,Slight,A,603,Cross roads,Day,Fine (no wind),Dry,30,N,Y,N,N,N,N,N,Y,N,N,0,,0,,,,,JNCT OF MILL RD GONVILLE PLACE PARKSIDE AND EAST RD CAMBRIDG,2,Van/GV <=3.5t mgw,Turning right,NE,NW,Leaving main road,Did not skid,Motorcycle >125 <=50,Going ahead,SW,NE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,545735.8908,258166.6898
